                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    316,                0.66114,                0.28765,                0.86705,                0.99978,                      1,                  0.995,                0.82813,                0.81303,                0.26451,                0.93125,              0.0068815,              0.0068815,              0.0068815
                    317,                0.66535,                0.28855,                0.86694,                0.99978,                      1,                  0.995,                0.82676,                0.81483,                0.26638,                0.93218,              0.0068716,              0.0068716,              0.0068716
                    318,                0.66521,                0.29054,                0.86541,                0.99978,                      1,                  0.995,                0.82387,                0.81319,                0.26415,                0.93158,              0.0068617,              0.0068617,              0.0068617
                    319,                0.67126,                0.29372,                0.87096,                0.99978,                      1,                  0.995,                0.82619,                0.81236,                0.26272,                0.93144,              0.0068518,              0.0068518,              0.0068518
                    320,                0.66152,                0.28966,                0.86735,                0.99978,                      1,                  0.995,                0.82343,                 0.8118,                0.26445,                0.93118,              0.0068419,              0.0068419,              0.0068419
                    321,                0.66665,                0.29166,                0.86904,                0.99978,                      1,                  0.995,                0.82363,                0.81248,                0.26287,                0.93104,               0.006832,               0.006832,               0.006832
                    322,                0.67657,                0.29418,                0.87218,                0.99978,                      1,                  0.995,                0.82222,                0.81354,                0.26377,                0.93084,              0.0068221,              0.0068221,              0.0068221
                    323,                0.66827,                0.28829,                0.86691,                0.99978,                      1,                  0.995,                0.82239,                0.81371,                0.26294,                 0.9307,              0.0068122,              0.0068122,              0.0068122
                    324,                0.66428,                0.28703,                0.86741,                0.99978,                      1,                  0.995,                0.82148,                0.81432,                0.26425,                 0.9311,              0.0068023,              0.0068023,              0.0068023
                    325,                0.66287,                0.29037,                  0.865,                0.99978,                      1,                  0.995,                0.82102,                0.81374,                0.26327,                0.93073,              0.0067924,              0.0067924,              0.0067924
                    326,                0.65615,                0.28569,                0.86901,                0.99978,                      1,                  0.995,                0.82098,                0.81412,                 0.2626,                0.93091,              0.0067825,              0.0067825,              0.0067825
                    327,                0.66085,                0.28636,                0.86682,                0.99978,                      1,                  0.995,                0.82092,                0.81472,                0.26369,                0.93141,              0.0067726,              0.0067726,              0.0067726
                    328,                0.65624,                0.28719,                0.86568,                0.99978,                      1,                  0.995,                0.81928,                0.81455,                0.26473,                 0.9317,              0.0067627,              0.0067627,              0.0067627
                    329,                0.65633,                 0.2851,                0.86597,                0.99978,                      1,                  0.995,                0.82041,                0.81484,                0.26578,                0.93152,              0.0067528,              0.0067528,              0.0067528
                    330,                0.65286,                0.28763,                0.86497,                0.99936,                      1,                  0.995,                 0.8191,                0.81422,                0.26581,                0.93118,              0.0067429,              0.0067429,              0.0067429
                    331,                 0.6551,                0.28745,                0.86189,                0.99938,                      1,                  0.995,                0.81914,                0.81404,                0.26522,                0.93134,               0.006733,               0.006733,               0.006733
                    332,                0.65265,                0.28764,                0.86154,                0.99932,                      1,                  0.995,                0.82001,                0.81384,                0.26463,                0.93151,              0.0067231,              0.0067231,              0.0067231
                    333,                0.64662,                0.28662,                0.86803,                0.99932,                      1,                  0.995,                0.82006,                0.81423,                0.26406,                0.93205,              0.0067132,              0.0067132,              0.0067132
                    334,                 0.6567,                  0.287,                0.86631,                0.99935,                      1,                  0.995,                0.82083,                0.81607,                0.26533,                0.93214,              0.0067033,              0.0067033,              0.0067033
                    335,                0.64863,                0.28774,                0.86119,                0.99936,                      1,                  0.995,                0.82183,                0.81651,                0.26465,                0.93238,              0.0066934,              0.0066934,              0.0066934
                    336,                0.64824,                0.28618,                0.86373,                0.99934,                      1,                  0.995,                0.82253,                0.81698,                 0.2636,                0.93217,              0.0066835,              0.0066835,              0.0066835
