                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.81122,                0.33656,                0.90606,                0.99933,                      1,                  0.995,                0.81105,                0.83748,                0.27636,                0.93906,              0.0085447,              0.0085447,              0.0085447
                    149,                0.80356,                0.33128,                0.90507,                0.99978,                      1,                  0.995,                0.80727,                0.84542,                0.27827,                0.94355,              0.0085348,              0.0085348,              0.0085348
                    150,                0.79509,                0.33247,                0.89855,                0.99978,                      1,                  0.995,                0.81225,                0.84066,                 0.2773,                0.94056,              0.0085249,              0.0085249,              0.0085249
                    151,                0.80353,                0.33593,                0.90311,                0.99958,                      1,                  0.995,                0.79865,                0.84981,                0.27631,                0.94464,               0.008515,               0.008515,               0.008515
                    152,                0.80246,                0.33434,                0.90243,                0.99935,                      1,                  0.995,                0.80545,                 0.8542,                0.27584,                0.94541,              0.0085051,              0.0085051,              0.0085051
                    153,                0.79819,                0.32967,                0.90237,                 0.9995,                      1,                  0.995,                0.80449,                0.83475,                0.27527,                0.93699,              0.0084952,              0.0084952,              0.0084952
                    154,                 0.8031,                0.33226,                0.90624,                0.99953,                      1,                  0.995,                0.80433,                0.84497,                0.27733,                0.93663,              0.0084853,              0.0084853,              0.0084853
                    155,                0.80145,                0.32935,                0.90216,                0.99962,                      1,                  0.995,                0.80881,                0.85242,                 0.2762,                0.93902,              0.0084754,              0.0084754,              0.0084754
                    156,                0.79881,                0.33079,                0.90335,                0.99938,                      1,                  0.995,                0.80627,                0.85098,                0.27461,                0.94358,              0.0084655,              0.0084655,              0.0084655
                    157,                0.79895,                 0.3291,                0.90146,                0.99957,                      1,                  0.995,                0.80431,                0.85038,                0.27626,                0.94073,              0.0084556,              0.0084556,              0.0084556
